Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collection_date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Host,host_subject_id,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study
SRR5127489,WGS,198,3017042021,PRJNA319574,SAMN06110369,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1615001109,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441767,Netherlands,Europe,Netherlands,Homo sapiens,HV207,Illumina HiSeq 2000,Missing,G89117_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89117,SRP095580
SRR5127490,WGS,198,3793200760,PRJNA319574,SAMN06110337,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2726536079,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441768,Netherlands,Europe,Netherlands,Homo sapiens,HV437,Illumina HiSeq 2000,Missing,G89078_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89078,SRP095580
SRR5127491,WGS,198,2706735809,PRJNA319574,SAMN06110056,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1744650606,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441769,Netherlands,Europe,Netherlands,Homo sapiens,HV012,Illumina HiSeq 2000,Missing,G88768_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88768,SRP095580
SRR5127492,WGS,196,2083576278,PRJNA319574,SAMN06110037,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1028592249,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441770,Netherlands,Europe,Netherlands,Homo sapiens,HV045,Illumina HiSeq 2000,Missing,G88743_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88743,SRP095580
SRR5127493,WGS,195,2124771416,PRJNA319574,SAMN06110018,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1051114258,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441771,Netherlands,Europe,Netherlands,Homo sapiens,HV140,Illumina HiSeq 2000,Missing,G88721_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88721,SRP095580
SRR5127494,WGS,197,2304949550,PRJNA319574,SAMN06110049,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1494596792,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441772,Netherlands,Europe,Netherlands,Homo sapiens,HV001,Illumina HiSeq 2000,Missing,G88761_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88761,SRP095580
SRR5127495,WGS,199,2975513786,PRJNA319574,SAMN06110124,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1221637139,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441773,Netherlands,Europe,Netherlands,Homo sapiens,HV164,Illumina HiSeq 2000,Missing,G88846_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88846,SRP095580
SRR5127496,WGS,197,2934424364,PRJNA319574,SAMN06110188,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1901851436,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441774,Netherlands,Europe,Netherlands,Homo sapiens,HV460,Illumina HiSeq 2000,Missing,G88915_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88915,SRP095580
SRR5127497,WGS,198,2666210642,PRJNA319574,SAMN06110239,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1418076301,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441775,Netherlands,Europe,Netherlands,Homo sapiens,HV502,Illumina HiSeq 2000,Missing,G88972_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88972,SRP095580
SRR5127498,WGS,196,2487233373,PRJNA319574,SAMN06110238,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1631032715,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441776,Netherlands,Europe,Netherlands,Homo sapiens,HV500,Illumina HiSeq 2000,Missing,G88971_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88971,SRP095580
SRR5127499,WGS,197,4515508444,PRJNA319574,SAMN06110319,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3400026285,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441777,Netherlands,Europe,Netherlands,Homo sapiens,HV398,Illumina HiSeq 2000,Missing,G89058_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89058,SRP095580
SRR5127500,WGS,199,2715137966,PRJNA319574,SAMN06110220,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1087496832,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441778,Netherlands,Europe,Netherlands,Homo sapiens,HV493,Illumina HiSeq 2000,Missing,G88950_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88950,SRP095580
SRR5127501,WGS,199,2882785516,PRJNA319574,SAMN06110308,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1504077710,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441779,Netherlands,Europe,Netherlands,Homo sapiens,HV475,Illumina HiSeq 2000,Missing,G89047_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89047,SRP095580
SRR5127502,WGS,199,6137088755,PRJNA319574,SAMN06110181,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",4403974287,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441780,Netherlands,Europe,Netherlands,Homo sapiens,HV451,Illumina HiSeq 2000,Missing,G88908_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88908,SRP095580
SRR5127503,WGS,199,2073879417,PRJNA319574,SAMN06110253,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1103145649,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441781,Netherlands,Europe,Netherlands,Homo sapiens,HV523,Illumina HiSeq 2000,Missing,G88986_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88986,SRP095580
SRR5127504,WGS,197,2311837900,PRJNA319574,SAMN06110028,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",952411127,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441782,Netherlands,Europe,Netherlands,Homo sapiens,HV119,Illumina HiSeq 2000,Missing,G88732_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88732,SRP095580
SRR5127505,WGS,199,3464918393,PRJNA319574,SAMN06110374,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1401822273,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441783,Netherlands,Europe,Netherlands,Homo sapiens,HV286,Illumina HiSeq 2000,Missing,G89122_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G89122,SRP095580
SRR5127506,WGS,198,2626194747,PRJNA319574,SAMN06110259,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1077972564,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441784,Netherlands,Europe,Netherlands,Homo sapiens,HV324,Illumina HiSeq 2000,Missing,G88993_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88993,SRP095580
SRR5127507,WGS,195,2591900539,PRJNA319574,SAMN06110393,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1287971612,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441785,Netherlands,Europe,Netherlands,Homo sapiens,HV252,Illumina HiSeq 2000,Missing,G89143_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G89143,SRP095580
SRR5127508,WGS,197,2618627739,PRJNA319574,SAMN06110189,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1073732983,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441786,Netherlands,Europe,Netherlands,Homo sapiens,HV478,Illumina HiSeq 2000,Missing,G88916_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88916,SRP095580
SRR5127509,WGS,198,2456540712,PRJNA319574,SAMN06110271,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1591477014,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441787,Netherlands,Europe,Netherlands,Homo sapiens,HV379,Illumina HiSeq 2000,Missing,G89007_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G89007,SRP095580
SRR5127510,WGS,199,2385386973,PRJNA319574,SAMN06110025,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",973464426,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441788,Netherlands,Europe,Netherlands,Homo sapiens,HV104,Illumina HiSeq 2000,Missing,G88728_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88728,SRP095580
SRR5127511,WGS,200,2942048547,PRJNA319574,SAMN06110302,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1076446988,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441789,Netherlands,Europe,Netherlands,Homo sapiens,HV392,Illumina HiSeq 2000,Missing,G89040_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G89040,SRP095580
SRR5127512,WGS,199,2811690126,PRJNA319574,SAMN06110230,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1514835273,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441790,Netherlands,Europe,Netherlands,Homo sapiens,HV522,Illumina HiSeq 2000,Missing,G88962_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88962,SRP095580
SRR5127513,WGS,197,2973354133,PRJNA319574,SAMN06110183,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1936910012,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441791,Netherlands,Europe,Netherlands,Homo sapiens,HV453,Illumina HiSeq 2000,Missing,G88910_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88910,SRP095580
SRR5127514,WGS,198,2288341733,PRJNA319574,SAMN06110108,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",939808751,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441792,Netherlands,Europe,Netherlands,Homo sapiens,HV209,Illumina HiSeq 2000,Missing,G88828_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88828,SRP095580
SRR5127515,WGS,198,2153732187,PRJNA319574,SAMN06110069,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",892868273,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441793,Netherlands,Europe,Netherlands,Homo sapiens,HV024,Illumina HiSeq 2000,Missing,G88783_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88783,SRP095580
SRR5127516,WGS,198,3263439352,PRJNA319574,SAMN06110329,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2379681597,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441794,Netherlands,Europe,Netherlands,Homo sapiens,HV417,Illumina HiSeq 2000,Missing,G89069_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89069,SRP095580
SRR5127517,WGS,197,3098750648,PRJNA319574,SAMN06110169,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1273607016,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441795,Netherlands,Europe,Netherlands,Homo sapiens,HV092,Illumina HiSeq 2000,Missing,G88894_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88894,SRP095580
SRR5127518,WGS,198,3678575778,PRJNA319574,SAMN06110298,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2680901218,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441796,Netherlands,Europe,Netherlands,Homo sapiens,HV394,Illumina HiSeq 2000,Missing,G89036_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89036,SRP095580
SRR5127519,WGS,198,2372482488,PRJNA319574,SAMN06110128,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1529977061,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441797,Netherlands,Europe,Netherlands,Homo sapiens,HV043,Illumina HiSeq 2000,Missing,G88850_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88850,SRP095580
SRR5127520,WGS,198,4353891279,PRJNA319574,SAMN06110464,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3135364459,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441798,Netherlands,Europe,Netherlands,Homo sapiens,HV331,Illumina HiSeq 2000,Missing,G89275_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89275,SRP095580
SRR5127521,WGS,196,2977054845,PRJNA319574,SAMN06110073,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1482345066,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441799,Netherlands,Europe,Netherlands,Homo sapiens,HV036,Illumina HiSeq 2000,Missing,G88787_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88787,SRP095580
SRR5127522,WGS,198,3695922932,PRJNA319574,SAMN06110462,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2681578199,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441800,Netherlands,Europe,Netherlands,Homo sapiens,HV340,Illumina HiSeq 2000,Missing,G89273_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89273,SRP095580
SRR5127523,WGS,199,3262756624,PRJNA319574,SAMN06110075,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1331257414,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441801,Netherlands,Europe,Netherlands,Homo sapiens,HV075,Illumina HiSeq 2000,Missing,G88789_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88789,SRP095580
SRR5127524,WGS,198,3464156017,PRJNA319574,SAMN06110240,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2503958775,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441802,Netherlands,Europe,Netherlands,Homo sapiens,HV503,Illumina HiSeq 2000,Missing,G88973_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88973,SRP095580
SRR5127525,WGS,196,1955191349,PRJNA319574,SAMN06110172,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",982696193,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441803,Netherlands,Europe,Netherlands,Homo sapiens,HV434,Illumina HiSeq 2000,Missing,G88897_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88897,SRP095580
SRR5127526,WGS,199,2321909758,PRJNA319574,SAMN06110139,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",933330197,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441804,Netherlands,Europe,Netherlands,Homo sapiens,HV041,Illumina HiSeq 2000,Missing,G88862_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88862,SRP095580
SRR5127527,WGS,197,3193564403,PRJNA319574,SAMN06110380,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1308883833,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441805,Netherlands,Europe,Netherlands,Homo sapiens,HV263,Illumina HiSeq 2000,Missing,G89128_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89128,SRP095580
SRR5127528,WGS,198,4899094545,PRJNA319574,SAMN06110286,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3536984424,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441806,Netherlands,Europe,Netherlands,Homo sapiens,HV386,Illumina HiSeq 2000,Missing,G89023_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89023,SRP095580
SRR5127529,WGS,197,2156127502,PRJNA319574,SAMN06110016,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",891552973,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441807,Netherlands,Europe,Netherlands,Homo sapiens,HV080,Illumina HiSeq 2000,Missing,G88718_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88718,SRP095580
SRR5127530,WGS,199,4712994106,PRJNA319574,SAMN06110324,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",2488579007,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441808,Netherlands,Europe,Netherlands,Homo sapiens,HV399,Illumina HiSeq 2000,Missing,G89063_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89063,SRP095580
SRR5127531,WGS,197,2885901195,PRJNA319574,SAMN06110068,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1184380986,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441809,Netherlands,Europe,Netherlands,Homo sapiens,HV023,Illumina HiSeq 2000,Missing,G88782_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88782,SRP095580
SRR5127532,WGS,197,2529068639,PRJNA319574,SAMN06110340,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1652788017,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441810,Netherlands,Europe,Netherlands,Homo sapiens,HV432,Illumina HiSeq 2000,Missing,G89081_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89081,SRP095580
SRR5127533,WGS,198,4403006320,PRJNA319574,SAMN06110386,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",3195423621,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441811,Netherlands,Europe,Netherlands,Homo sapiens,HV201,Illumina HiSeq 2000,Missing,G89134_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G89134,SRP095580
SRR5127534,WGS,199,2701599490,PRJNA319574,SAMN06110370,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1109787177,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441812,Netherlands,Europe,Netherlands,Homo sapiens,HV244,Illumina HiSeq 2000,Missing,G89118_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G89118,SRP095580
SRR5127535,WGS,199,1888863684,PRJNA319574,SAMN06110402,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",764149474,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441813,Netherlands,Europe,Netherlands,Homo sapiens,HV165,Illumina HiSeq 2000,Missing,G89152_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G89152,SRP095580
SRR5127536,WGS,199,2503057375,PRJNA319574,SAMN06110019,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1020952055,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441814,Netherlands,Europe,Netherlands,Homo sapiens,HV103,Illumina HiSeq 2000,Missing,G88722_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-27T00:00:00Z,G88722,SRP095580
SRR5127537,WGS,195,3708273103,PRJNA319574,SAMN06110003,"MIMS.me,MIGS/MIMS/MIMARKS.human-gut",1853560208,BROAD INSTITUTUE,2013/2014,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ENVO:00009003,ENVO:2100002,ENVO:00002003,SRX2441815,Netherlands,Europe,Netherlands,Homo sapiens,HV305,Illumina HiSeq 2000,Missing,G88700_pe,PAIRED,RANDOM,METAGENOMIC,human gut metagenome,ILLUMINA,2016-12-28T00:00:00Z,G88700,SRP095580
